TRACE_INDEX,TIMESTAMP,NumImages,ContextTokens,GeneratedTokens,SOURCE_ROW,ARRIVAL_OFFSET_S,INTER_ARRIVAL_S
78,2024-10-16T08:37:42.964Z,1,1409,67,150707,70.255000114,0.194999933
79,2024-10-16T08:37:43.170Z,1,532,71,150708,70.460999966,0.205999851
80,2024-10-16T08:37:43.349Z,1,988,85,150709,70.640000105,0.179000139
81,2024-10-16T08:37:43.419Z,1,1577,120,150710,70.710000277,0.070000172
82,2024-10-16T08:37:43.463Z,0,382,175,150711,70.754000187,0.043999910
83,2024-10-16T08:37:44.420Z,1,853,144,150712,71.711000204,0.957000017
84,2024-10-16T08:37:44.713Z,1,1409,51,150713,72.003999949,0.292999744
85,2024-10-16T08:37:45.348Z,9,5659,296,150714,72.639000177,0.635000229
86,2024-10-16T08:37:45.421Z,9,5659,197,150715,72.712000132,0.072999954
87,2024-10-16T08:37:45.678Z,1,1183,345,150716,72.969000340,0.257000208
88,2024-10-16T08:37:46.019Z,1,898,221,150717,73.310000181,0.340999842
89,2024-10-16T08:37:46.214Z,1,1715,44,150718,73.505000353,0.195000172
90,2024-10-16T08:37:46.729Z,1,1183,373,150719,74.019999981,0.514999628
91,2024-10-16T08:37:46.835Z,0,1687,471,150720,74.126000166,0.106000185
92,2024-10-16T08:37:46.926Z,1,1771,31,150721,74.217000246,0.091000080
93,2024-10-16T08:37:47.094Z,0,1266,297,150722,74.385000229,0.167999983
94,2024-10-16T08:37:47.769Z,0,3585,324,150723,75.060000181,0.674999952
95,2024-10-16T08:37:47.794Z,0,708,1000,150724,75.085000038,0.024999857
96,2024-10-16T08:37:48.480Z,1,693,74,150725,75.771000147,0.686000109
97,2024-10-16T08:37:48.919Z,1,279,52,150726,76.210000277,0.439000130
98,2024-10-16T08:37:49.076Z,0,1781,289,150727,76.367000103,0.156999826
99,2024-10-16T08:37:49.091Z,0,3112,540,150728,76.382000208,0.015000105
100,2024-10-16T08:37:49.169Z,1,1501,68,150729,76.460000038,0.077999830
101,2024-10-16T08:37:49.967Z,0,211,67,150730,77.258000135,0.798000097
102,2024-10-16T08:37:49.967Z,1,1704,53,150731,77.258000135,0.000000000
103,2024-10-16T08:37:50.099Z,9,5010,10,150732,77.390000105,0.131999969
104,2024-10-16T08:37:50.347Z,0,2814,381,150733,77.638000250,0.248000145
105,2024-10-16T08:37:50.851Z,4,2715,249,150734,78.142000198,0.503999949
106,2024-10-16T08:37:51.633Z,0,825,30,150735,78.924000025,0.781999826
107,2024-10-16T08:37:51.729Z,1,1516,28,150736,79.019999981,0.095999956
108,2024-10-16T08:37:52.731Z,9,5920,185,150737,80.022000074,1.002000093
109,2024-10-16T08:37:53.964Z,1,8201,87,150738,81.255000114,1.233000040
110,2024-10-16T08:37:54.101Z,1,1042,196,150739,81.391999960,0.136999846
111,2024-10-16T08:37:54.355Z,0,780,278,150740,81.646000147,0.254000187
112,2024-10-16T08:37:55.103Z,1,2924,228,150741,82.394000292,0.748000145
113,2024-10-16T08:37:55.479Z,1,3687,237,150742,82.770000219,0.375999928
114,2024-10-16T08:37:55.675Z,0,748,44,150743,82.966000080,0.195999861
115,2024-10-16T08:37:55.675Z,1,857,40,150744,82.966000080,0.000000000
116,2024-10-16T08:37:55.875Z,0,107,1,150745,83.166000128,0.200000048
117,2024-10-16T08:37:56.227Z,1,2652,117,150746,83.518000126,0.351999998
118,2024-10-16T08:37:56.353Z,16,7577,436,150747,83.644000053,0.125999928
119,2024-10-16T08:37:56.679Z,1,1168,81,150748,83.970000267,0.326000214
120,2024-10-16T08:37:56.982Z,1,1738,116,150749,84.273000240,0.302999973
121,2024-10-16T08:37:57.219Z,1,920,217,150750,84.510000229,0.236999989
122,2024-10-16T08:37:57.261Z,1,261,34,150751,84.552000046,0.041999817
123,2024-10-16T08:37:57.423Z,1,1668,119,150752,84.714000225,0.162000179
124,2024-10-16T08:37:57.678Z,1,251,46,150753,84.969000340,0.255000114
125,2024-10-16T08:37:58.211Z,0,519,89,150754,85.502000093,0.532999754
126,2024-10-16T08:37:58.769Z,9,4754,453,150755,86.060000181,0.558000088
127,2024-10-16T08:37:59.365Z,0,849,47,150756,86.656000137,0.595999956
128,2024-10-16T08:37:59.515Z,1,462,185,150757,86.806000233,0.150000095
129,2024-10-16T08:37:59.689Z,1,887,156,150758,86.980000019,0.173999786
130,2024-10-16T08:38:00.209Z,1,3481,316,150759,87.500000000,0.519999981
131,2024-10-16T08:38:00.513Z,1,257,37,150760,87.804000139,0.304000139
132,2024-10-16T08:38:00.727Z,0,853,37,150761,88.018000126,0.213999987
133,2024-10-16T08:38:00.757Z,0,457,52,150762,88.048000097,0.029999971
134,2024-10-16T08:38:00.769Z,9,5940,10,150763,88.060000181,0.012000084
135,2024-10-16T08:38:02.176Z,1,940,222,150764,89.467000246,1.407000065
136,2024-10-16T08:38:02.324Z,0,490,666,150765,89.615000010,0.147999763
137,2024-10-16T08:38:02.511Z,1,395,97,150766,89.802000284,0.187000275
138,2024-10-16T08:38:02.519Z,1,1892,203,150767,89.810000181,0.007999897
139,2024-10-16T08:38:03.017Z,0,111,139,150768,90.308000088,0.497999907
140,2024-10-16T08:38:03.769Z,1,2850,305,150769,91.060000181,0.752000093
141,2024-10-16T08:38:03.961Z,0,834,40,150770,91.252000093,0.191999912
142,2024-10-16T08:38:04.019Z,0,234,94,150771,91.310000181,0.058000088
143,2024-10-16T08:38:04.169Z,1,1795,128,150772,91.460000038,0.149999857
144,2024-10-16T08:38:04.268Z,16,4250,1,150773,91.559000015,0.098999977
145,2024-10-16T08:38:04.486Z,0,11513,151,150774,91.777000189,0.218000174
146,2024-10-16T08:38:04.608Z,0,208,7,150775,91.899000168,0.121999979
147,2024-10-16T08:38:05.212Z,1,3168,462,150776,92.503000021,0.603999853
148,2024-10-16T08:38:05.319Z,0,5787,25,150777,92.610000134,0.107000113
149,2024-10-16T08:38:05.672Z,1,1064,369,150778,92.963000059,0.352999926
150,2024-10-16T08:38:05.921Z,1,1026,98,150779,93.212000132,0.249000072
151,2024-10-16T08:38:06.421Z,1,1374,126,150780,93.712000132,0.500000000
152,2024-10-16T08:38:06.579Z,1,1757,26,150781,93.870000124,0.157999992
153,2024-10-16T08:38:07.012Z,1,2731,120,150782,94.303000212,0.433000088
154,2024-10-16T08:38:07.110Z,0,215,4,150783,94.401000261,0.098000050
155,2024-10-16T08:38:07.325Z,1,1717,159,150784,94.616000175,0.214999914
156,2024-10-16T08:38:07.613Z,0,509,76,150785,94.904000044,0.287999868
157,2024-10-16T08:38:07.763Z,9,3848,110,150786,95.054000139,0.150000095
158,2024-10-16T08:38:07.769Z,1,1409,81,150787,95.060000181,0.006000042
159,2024-10-16T08:38:08.260Z,1,649,121,150788,95.551000118,0.490999937
160,2024-10-16T08:38:08.261Z,1,449,181,150789,95.552000046,0.000999928
161,2024-10-16T08:38:09.338Z,0,82,5,150790,96.628999949,1.076999903
162,2024-10-16T08:38:09.538Z,0,1357,20,150791,96.828999996,0.200000048
163,2024-10-16T08:38:09.672Z,1,4247,371,150792,96.963000059,0.134000063
164,2024-10-16T08:38:10.561Z,1,1765,28,150793,97.851999998,0.888999939
165,2024-10-16T08:38:10.573Z,1,684,56,150794,97.864000082,0.012000084
166,2024-10-16T08:38:10.573Z,1,1510,19,150795,97.864000082,0.000000000
167,2024-10-16T08:38:11.085Z,0,3701,383,150796,98.376000166,0.512000084
168,2024-10-16T08:38:11.292Z,9,5268,10,150797,98.583000183,0.207000017
169,2024-10-16T08:38:11.328Z,0,3519,243,150798,98.619000196,0.036000013
170,2024-10-16T08:38:11.672Z,4,3575,912,150799,98.963000059,0.343999863
171,2024-10-16T08:38:12.420Z,1,2087,407,150800,99.711000204,0.748000145
172,2024-10-16T08:38:12.765Z,1,1409,23,150801,100.055999994,0.344999790
173,2024-10-16T08:38:12.789Z,1,3213,308,150802,100.080000162,0.024000168
174,2024-10-16T08:38:13.072Z,1,1184,173,150803,100.363000154,0.282999992
175,2024-10-16T08:38:13.271Z,1,1130,26,150804,100.562000275,0.199000120
176,2024-10-16T08:38:13.561Z,1,608,172,150805,100.851999998,0.289999723
177,2024-10-16T08:38:13.562Z,1,2193,153,150806,100.852999926,0.000999928
178,2024-10-16T08:38:13.566Z,0,971,135,150807,100.857000351,0.004000425
179,2024-10-16T08:38:13.582Z,1,1261,37,150808,100.873000145,0.015999794
180,2024-10-16T08:38:13.824Z,1,347,43,150809,101.115000010,0.241999865
181,2024-10-16T08:38:14.015Z,1,1580,98,150810,101.306000233,0.191000223
182,2024-10-16T08:38:14.075Z,1,2656,459,150811,101.366000175,0.059999943
183,2024-10-16T08:38:14.271Z,1,368,92,150812,101.562000275,0.196000099
184,2024-10-16T08:38:14.326Z,1,345,32,150813,101.617000341,0.055000067
185,2024-10-16T08:38:14.575Z,1,1659,88,150814,101.866000175,0.248999834
186,2024-10-16T08:38:14.771Z,1,397,61,150815,102.062000275,0.196000099
187,2024-10-16T08:38:15.039Z,9,5920,183,150816,102.330000162,0.267999887
188,2024-10-16T08:38:15.099Z,9,4203,10,150817,102.390000105,0.059999943
189,2024-10-16T08:38:15.365Z,0,2997,109,150818,102.656000137,0.266000032
190,2024-10-16T08:38:15.792Z,1,612,213,150819,103.083000183,0.427000046
191,2024-10-16T08:38:15.834Z,1,1686,120,150820,103.125000000,0.041999817
192,2024-10-16T08:38:15.834Z,1,642,211,150821,103.125000000,0.000000000
193,2024-10-16T08:38:16.170Z,1,3219,811,150822,103.460999966,0.335999966
194,2024-10-16T08:38:16.528Z,1,470,104,150823,103.819000244,0.358000278
195,2024-10-16T08:38:17.310Z,1,1388,242,150824,104.601000309,0.782000065
196,2024-10-16T08:38:17.349Z,9,2943,1,150825,104.640000105,0.038999796
197,2024-10-16T08:38:17.769Z,9,5103,10,150826,105.060000181,0.420000076
198,2024-10-16T08:38:18.015Z,1,680,42,150827,105.306000233,0.246000051
199,2024-10-16T08:38:18.023Z,9,5026,10,150828,105.314000130,0.007999897
200,2024-10-16T08:38:18.082Z,1,262,25,150829,105.372999907,0.058999777
201,2024-10-16T08:38:18.330Z,1,1466,322,150830,105.621000051,0.248000145
202,2024-10-16T08:38:18.349Z,1,342,34,150831,105.640000105,0.019000053
203,2024-10-16T08:38:18.374Z,1,914,106,150832,105.665000200,0.025000095
204,2024-10-16T08:38:18.374Z,1,1636,130,150833,105.665000200,0.000000000
205,2024-10-16T08:38:18.420Z,1,1205,500,150834,105.711000204,0.046000004
206,2024-10-16T08:38:18.602Z,1,925,95,150835,105.892999887,0.181999683
207,2024-10-16T08:38:18.821Z,1,1583,115,150836,106.111999989,0.219000101
208,2024-10-16T08:38:19.016Z,1,1712,140,150837,106.307000160,0.195000172
209,2024-10-16T08:38:19.079Z,1,502,112,150838,106.370000124,0.062999964
210,2024-10-16T08:38:19.321Z,1,1409,54,150839,106.611999989,0.241999865
211,2024-10-16T08:38:19.359Z,0,504,351,150840,106.650000095,0.038000107
212,2024-10-16T08:38:19.570Z,1,1123,131,150841,106.861000061,0.210999966
213,2024-10-16T08:38:19.570Z,9,6100,10,150842,106.861000061,0.000000000
214,2024-10-16T08:38:19.820Z,1,2018,83,150843,107.111000061,0.250000000
215,2024-10-16T08:38:20.329Z,25,11308,10,150844,107.620000124,0.509000063
216,2024-10-16T08:38:20.624Z,1,887,38,150845,107.915000200,0.295000076
217,2024-10-16T08:38:20.766Z,9,3538,1,150846,108.057000160,0.141999960
218,2024-10-16T08:38:20.776Z,1,1480,140,150847,108.067000151,0.009999990
219,2024-10-16T08:38:20.832Z,1,410,74,150848,108.123000145,0.055999994
220,2024-10-16T08:38:21.082Z,9,4992,10,150849,108.372999907,0.249999762
221,2024-10-16T08:38:21.082Z,1,1817,34,150850,108.372999907,0.000000000
222,2024-10-16T08:38:21.356Z,1,1933,94,150851,108.647000074,0.274000168
223,2024-10-16T08:38:21.580Z,1,1713,324,150852,108.871000051,0.223999977
224,2024-10-16T08:38:21.773Z,9,5060,10,150853,109.064000130,0.193000078
225,2024-10-16T08:38:22.612Z,0,271,500,150854,109.903000116,0.838999987
226,2024-10-16T08:38:22.774Z,0,618,57,150855,110.065000296,0.162000179
227,2024-10-16T08:38:22.912Z,9,5616,10,150856,110.203000069,0.137999773
228,2024-10-16T08:38:23.070Z,1,377,30,150857,110.361000299,0.158000231
229,2024-10-16T08:38:23.070Z,1,3047,324,150858,110.361000299,0.000000000
230,2024-10-16T08:38:23.132Z,1,2815,211,150859,110.423000097,0.061999798
231,2024-10-16T08:38:23.132Z,1,2367,8,150860,110.423000097,0.000000000
232,2024-10-16T08:38:23.526Z,9,5187,10,150861,110.817000151,0.394000053
233,2024-10-16T08:38:23.871Z,1,345,30,150862,111.162000179,0.345000029
234,2024-10-16T08:38:24.274Z,9,3849,130,150863,111.565000057,0.402999878
235,2024-10-16T08:38:24.322Z,0,2761,1024,150864,111.612999916,0.047999859
236,2024-10-16T08:38:24.536Z,1,1427,151,150865,111.827000141,0.214000225
237,2024-10-16T08:38:24.762Z,1,1409,115,150866,112.052999973,0.225999832
238,2024-10-16T08:38:24.871Z,1,2031,93,150867,112.162000179,0.109000206
239,2024-10-16T08:38:24.913Z,9,4260,14,150868,112.203999996,0.041999817
240,2024-10-16T08:38:25.079Z,1,1169,92,150869,112.370000124,0.166000128
241,2024-10-16T08:38:25.320Z,1,4262,146,150870,112.611000061,0.240999937
242,2024-10-16T08:38:25.337Z,4,2665,182,150871,112.628000021,0.016999960
243,2024-10-16T08:38:25.623Z,1,1052,105,150872,112.914000273,0.286000252
244,2024-10-16T08:38:25.761Z,1,1002,20,150873,113.052000046,0.137999773
245,2024-10-16T08:38:25.820Z,1,1788,35,150874,113.111000061,0.059000015
246,2024-10-16T08:38:26.162Z,1,847,167,150875,113.453000069,0.342000008
247,2024-10-16T08:38:26.214Z,1,1402,28,150876,113.505000353,0.052000284
248,2024-10-16T08:38:26.330Z,9,3847,146,150877,113.621000051,0.115999699
249,2024-10-16T08:38:26.570Z,1,261,52,150878,113.861000061,0.240000010
250,2024-10-16T08:38:26.579Z,1,1449,29,150879,113.870000124,0.009000063
251,2024-10-16T08:38:26.588Z,1,927,223,150880,113.879000187,0.009000063
252,2024-10-16T08:38:26.761Z,9,5549,10,150881,114.052000046,0.172999859
253,2024-10-16T08:38:27.127Z,1,346,36,150882,114.418000221,0.366000175
254,2024-10-16T08:38:27.256Z,1,2323,38,150883,114.547000170,0.128999949
255,2024-10-16T08:38:27.488Z,9,4603,10,150884,114.779000044,0.231999874
256,2024-10-16T08:38:27.623Z,1,877,149,150885,114.914000273,0.135000229
257,2024-10-16T08:38:27.871Z,1,1806,26,150886,115.162000179,0.247999907
258,2024-10-16T08:38:28.511Z,1,1839,110,150887,115.802000284,0.640000105
259,2024-10-16T08:38:28.600Z,1,1006,26,150888,115.891000032,0.088999748
260,2024-10-16T08:38:28.623Z,1,345,48,150889,115.914000273,0.023000240
261,2024-10-16T08:38:28.756Z,1,1192,139,150890,116.047000170,0.132999897
262,2024-10-16T08:38:28.773Z,1,2858,540,150891,116.064000130,0.016999960
263,2024-10-16T08:38:28.913Z,1,1109,26,150892,116.203999996,0.139999866
264,2024-10-16T08:38:29.330Z,1,1135,28,150893,116.621000051,0.417000055
265,2024-10-16T08:38:29.361Z,1,2046,6,150894,116.651999950,0.030999899
266,2024-10-16T08:38:29.508Z,0,1675,5,150895,116.799000025,0.147000074
267,2024-10-16T08:38:29.602Z,9,5107,10,150896,116.892999887,0.093999863
268,2024-10-16T08:38:29.608Z,1,1740,26,150897,116.899000168,0.006000280
269,2024-10-16T08:38:29.662Z,9,5152,10,150898,116.953000307,0.054000139
270,2024-10-16T08:38:30.101Z,1,895,28,150899,117.391999960,0.438999653
271,2024-10-16T08:38:30.511Z,1,687,60,150900,117.802000284,0.410000324
272,2024-10-16T08:38:30.529Z,1,459,95,150901,117.820000172,0.017999887
273,2024-10-16T08:38:30.589Z,0,94,17,150902,117.880000114,0.059999943
274,2024-10-16T08:38:30.712Z,0,921,45,150903,118.003000021,0.122999907
275,2024-10-16T08:38:30.737Z,1,1090,26,150904,118.028000116,0.025000095
276,2024-10-16T08:38:30.780Z,1,1781,25,150905,118.071000099,0.042999983
277,2024-10-16T08:38:30.919Z,1,345,97,150906,118.210000277,0.139000177
278,2024-10-16T08:38:31.070Z,1,4250,154,150907,118.361000299,0.151000023
279,2024-10-16T08:38:31.098Z,1,470,105,150908,118.388999939,0.027999640
280,2024-10-16T08:38:31.108Z,1,2063,152,150909,118.399000168,0.010000229
281,2024-10-16T08:38:31.278Z,1,6430,474,150910,118.569000244,0.170000076
282,2024-10-16T08:38:31.336Z,9,5820,10,150911,118.627000093,0.057999849
283,2024-10-16T08:38:31.371Z,0,1021,85,150912,118.662000179,0.035000086
284,2024-10-16T08:38:31.517Z,1,468,1,150913,118.808000088,0.145999908
285,2024-10-16T08:38:31.769Z,0,2559,411,150914,119.060000181,0.252000093
286,2024-10-16T08:38:31.780Z,1,889,28,150915,119.071000099,0.010999918
287,2024-10-16T08:38:31.822Z,1,693,57,150916,119.113000154,0.042000055
288,2024-10-16T08:38:31.822Z,9,3850,193,150917,119.113000154,0.000000000
289,2024-10-16T08:38:31.848Z,1,1401,123,150918,119.139000177,0.026000023
290,2024-10-16T08:38:31.848Z,1,1604,118,150919,119.139000177,0.000000000
291,2024-10-16T08:38:32.287Z,1,345,42,150920,119.578000307,0.439000130
292,2024-10-16T08:38:32.570Z,1,1863,388,150921,119.861000061,0.282999754
293,2024-10-16T08:38:32.598Z,1,1244,20,150922,119.889000177,0.028000116
294,2024-10-16T08:38:32.608Z,1,1000,26,150923,119.899000168,0.009999990
295,2024-10-16T08:38:32.714Z,1,1409,83,150924,120.005000114,0.105999947
296,2024-10-16T08:38:32.831Z,1,1050,26,150925,120.122000217,0.117000103
297,2024-10-16T08:38:33.098Z,1,1131,28,150926,120.388999939,0.266999722
298,2024-10-16T08:38:33.123Z,1,2553,63,150927,120.414000273,0.025000334
299,2024-10-16T08:38:33.268Z,1,1261,31,150928,120.559000015,0.144999743
300,2024-10-16T08:38:33.268Z,1,1171,55,150929,120.559000015,0.000000000
301,2024-10-16T08:38:33.462Z,1,1158,103,150930,120.753000259,0.194000244
302,2024-10-16T08:38:33.510Z,1,502,90,150931,120.801000357,0.048000097
303,2024-10-16T08:38:33.536Z,0,926,481,150932,120.827000141,0.025999784
304,2024-10-16T08:38:33.769Z,1,374,101,150933,121.060000181,0.233000040
305,2024-10-16T08:38:33.820Z,1,978,262,150934,121.111000061,0.050999880
306,2024-10-16T08:38:33.833Z,1,1558,213,150935,121.124000072,0.013000011
307,2024-10-16T08:38:33.834Z,1,1130,171,150936,121.125000000,0.000999928
308,2024-10-16T08:38:33.856Z,1,1054,95,150937,121.147000074,0.022000074
309,2024-10-16T08:38:33.922Z,1,716,19,150938,121.213000059,0.065999985
310,2024-10-16T08:38:34.035Z,1,2384,41,150939,121.326000214,0.113000154
311,2024-10-16T08:38:34.167Z,1,1015,26,150940,121.458000183,0.131999969
312,2024-10-16T08:38:34.333Z,1,864,160,150941,121.624000072,0.165999889
313,2024-10-16T08:38:34.371Z,1,3079,327,150942,121.662000179,0.038000107
314,2024-10-16T08:38:34.510Z,0,672,173,150943,121.801000357,0.139000177
315,2024-10-16T08:38:34.543Z,1,470,118,150944,121.834000111,0.032999754
316,2024-10-16T08:38:34.823Z,1,1812,98,150945,122.114000082,0.279999971
317,2024-10-16T08:38:34.875Z,1,1483,192,150946,122.166000128,0.052000046
318,2024-10-16T08:38:34.962Z,1,1676,118,150947,122.253000021,0.086999893
319,2024-10-16T08:38:35.539Z,1,1215,26,150948,122.830000162,0.577000141
320,2024-10-16T08:38:35.620Z,1,2371,8,150949,122.911000013,0.080999851
321,2024-10-16T08:38:35.762Z,1,2000,160,150950,123.052999973,0.141999960
322,2024-10-16T08:38:35.762Z,1,1739,112,150951,123.052999973,0.000000000
323,2024-10-16T08:38:35.962Z,0,254,2,150952,123.253000021,0.200000048
324,2024-10-16T08:38:36.025Z,1,257,69,150953,123.315999985,0.062999964
325,2024-10-16T08:38:36.064Z,1,1175,75,150954,123.355000019,0.039000034
326,2024-10-16T08:38:36.236Z,1,1158,81,150955,123.527000189,0.172000170
327,2024-10-16T08:38:36.336Z,9,3849,139,150956,123.627000093,0.099999905
328,2024-10-16T08:38:36.418Z,1,2445,41,150957,123.709000111,0.082000017
329,2024-10-16T08:38:36.667Z,9,4985,10,150958,123.958000183,0.249000072
330,2024-10-16T08:38:36.869Z,1,1034,26,150959,124.160000086,0.201999903
331,2024-10-16T08:38:37.098Z,1,916,7,150960,124.388999939,0.228999853
332,2024-10-16T08:38:37.098Z,9,5257,10,150961,124.388999939,0.000000000
333,2024-10-16T08:38:37.257Z,1,1169,76,150962,124.548000097,0.159000158
334,2024-10-16T08:38:37.267Z,1,4207,133,150963,124.558000088,0.009999990
335,2024-10-16T08:38:37.415Z,1,1523,358,150964,124.706000090,0.148000002
336,2024-10-16T08:38:37.665Z,1,1514,55,150965,124.956000090,0.250000000
337,2024-10-16T08:38:37.810Z,0,42685,977,150966,125.101000071,0.144999981
338,2024-10-16T08:38:37.869Z,1,363,68,150967,125.160000086,0.059000015
339,2024-10-16T08:38:38.165Z,1,1498,99,150968,125.456000090,0.296000004
