TRACE_INDEX,TIMESTAMP,NumImages,ContextTokens,GeneratedTokens,SOURCE_ROW,ARRIVAL_OFFSET_S,INTER_ARRIVAL_S
23,2024-10-21T12:16:05.816Z,49,11708,69,837298,3.089999914,0.300999880
24,2024-10-21T12:16:05.961Z,9,3845,119,837299,3.234999895,0.144999981
25,2024-10-21T12:16:06.263Z,9,3849,83,837300,3.536999941,0.302000046
26,2024-10-21T12:16:06.265Z,400,31512,54,837301,3.538999796,0.001999855
27,2024-10-21T12:16:06.296Z,1,2270,29,837302,3.569999933,0.031000137
28,2024-10-21T12:16:06.477Z,1,1260,198,837303,3.750999928,0.180999994
29,2024-10-21T12:16:06.838Z,0,617,324,837304,4.111999989,0.361000061
30,2024-10-21T12:16:06.850Z,16,5244,80,837305,4.123999834,0.011999846
31,2024-10-21T12:16:07.457Z,4,2682,344,837306,4.730999947,0.607000113
32,2024-10-21T12:16:07.515Z,0,1628,61,837307,4.789000034,0.058000088
33,2024-10-21T12:16:07.852Z,1,284,1,837308,5.125999928,0.336999893
34,2024-10-21T12:16:07.978Z,25,6949,237,837309,5.251999855,0.125999928
35,2024-10-21T12:16:07.978Z,1,1858,511,837310,5.251999855,0.000000000
36,2024-10-21T12:16:08.360Z,0,135,15,837311,5.633999825,0.381999969
37,2024-10-21T12:16:08.514Z,1,386,397,837312,5.787999868,0.154000044
38,2024-10-21T12:16:08.515Z,49,11708,126,837313,5.789000034,0.001000166
39,2024-10-21T12:16:08.587Z,1,1248,214,837314,5.861000061,0.072000027
40,2024-10-21T12:16:08.714Z,576,36838,826,837315,5.987999916,0.126999855
41,2024-10-21T12:16:08.770Z,1,386,176,837316,6.043999910,0.055999994
42,2024-10-21T12:16:09.017Z,1,1139,87,837317,6.290999889,0.246999979
43,2024-10-21T12:16:09.209Z,25,8184,398,837318,6.482999802,0.191999912
44,2024-10-21T12:16:09.228Z,1,1369,246,837319,6.501999855,0.019000053
45,2024-10-21T12:16:10.208Z,1,1139,90,837320,7.481999874,0.980000019
46,2024-10-21T12:16:10.228Z,1,890,39,837321,7.501999855,0.019999981
47,2024-10-21T12:16:10.264Z,4,3427,221,837322,7.537999868,0.036000013
48,2024-10-21T12:16:10.313Z,484,34827,48,837323,7.586999893,0.049000025
49,2024-10-21T12:16:10.331Z,1,776,2,837324,7.605000019,0.018000126
50,2024-10-21T12:16:10.509Z,1,1139,82,837325,7.782999754,0.177999735
51,2024-10-21T12:16:10.712Z,0,871,15,837326,7.985999823,0.203000069
52,2024-10-21T12:16:11.006Z,9,4873,98,837327,8.279999971,0.294000149
53,2024-10-21T12:16:11.210Z,16,5553,91,837328,8.483999729,0.203999758
54,2024-10-21T12:16:11.539Z,0,5392,113,837329,8.812999964,0.329000235
55,2024-10-21T12:16:12.017Z,1,921,29,837330,9.290999889,0.477999926
56,2024-10-21T12:16:12.265Z,9,3848,114,837331,9.538999796,0.247999907
57,2024-10-21T12:16:12.266Z,1,285,2,837332,9.539999723,0.000999928
58,2024-10-21T12:16:12.317Z,0,1361,152,837333,9.590999842,0.051000118
59,2024-10-21T12:16:12.458Z,49,11228,359,837334,9.731999874,0.141000032
60,2024-10-21T12:16:12.582Z,9,4206,212,837335,9.855999947,0.124000072
61,2024-10-21T12:16:12.633Z,1,1422,36,837336,9.906999826,0.050999880
62,2024-10-21T12:16:12.817Z,1,1051,17,837337,10.090999842,0.184000015
63,2024-10-21T12:16:13.023Z,1,2270,29,837338,10.296999931,0.206000090
64,2024-10-21T12:16:13.100Z,4,4324,88,837339,10.373999834,0.076999903
65,2024-10-21T12:16:13.266Z,1,1526,354,837340,10.539999723,0.165999889
66,2024-10-21T12:16:14.265Z,16,6068,285,837341,11.538999796,0.999000072
67,2024-10-21T12:16:14.319Z,49,11677,112,837342,11.592999935,0.054000139
68,2024-10-21T12:16:14.521Z,0,950,1,837343,11.794999838,0.201999903
69,2024-10-21T12:16:14.580Z,1,1136,52,837344,11.853999853,0.059000015
70,2024-10-21T12:16:14.764Z,1,1139,84,837345,12.037999868,0.184000015
71,2024-10-21T12:16:14.818Z,16,4565,199,837346,12.091999769,0.053999901
72,2024-10-21T12:16:15.210Z,1,1139,84,837347,12.483999729,0.391999960
73,2024-10-21T12:16:15.258Z,1,1683,59,837348,12.531999826,0.048000097
74,2024-10-21T12:16:15.355Z,4,2819,400,837349,12.628999949,0.097000122
75,2024-10-21T12:16:15.760Z,1,777,2,837350,13.033999920,0.404999971
76,2024-10-21T12:16:15.772Z,0,151,19,837351,13.046000004,0.012000084
77,2024-10-21T12:16:16.015Z,1,1576,407,837352,13.289000034,0.243000031
78,2024-10-21T12:16:16.133Z,4,3208,62,837353,13.406999826,0.117999792
79,2024-10-21T12:16:16.211Z,1,1202,139,837354,13.484999895,0.078000069
80,2024-10-21T12:16:16.265Z,9,7248,300,837355,13.538999796,0.053999901
81,2024-10-21T12:16:16.416Z,1,2270,29,837356,13.689999819,0.151000023
82,2024-10-21T12:16:16.726Z,4,3208,58,837357,14.000000000,0.310000181
83,2024-10-21T12:16:16.770Z,0,133,32,837358,14.043999910,0.043999910
84,2024-10-21T12:16:16.917Z,1,921,22,837359,14.190999746,0.146999836
85,2024-10-21T12:16:17.012Z,4,4142,88,837360,14.286000013,0.095000267
86,2024-10-21T12:16:17.012Z,9,4054,78,837361,14.286000013,0.000000000
87,2024-10-21T12:16:17.072Z,16,5913,289,837362,14.345999956,0.059999943
88,2024-10-21T12:16:17.098Z,1,1762,191,837363,14.371999741,0.025999784
89,2024-10-21T12:16:17.329Z,144,17835,380,837364,14.602999926,0.231000185
90,2024-10-21T12:16:17.383Z,196,22672,78,837365,14.657000065,0.054000139
91,2024-10-21T12:16:17.484Z,441,33722,39,837366,14.757999897,0.100999832
92,2024-10-21T12:16:17.511Z,4,4404,92,837367,14.785000086,0.027000189
93,2024-10-21T12:16:17.818Z,9,3950,319,837368,15.091999769,0.306999683
94,2024-10-21T12:16:17.829Z,25,7749,135,837369,15.102999926,0.011000156
95,2024-10-21T12:16:17.959Z,1,1471,201,837370,15.233000040,0.130000114
96,2024-10-21T12:16:18.098Z,9,3792,246,837371,15.371999741,0.138999701
97,2024-10-21T12:16:18.383Z,1,890,44,837372,15.657000065,0.285000324
98,2024-10-21T12:16:18.762Z,4,3988,96,837373,16.035999775,0.378999710
99,2024-10-21T12:16:18.830Z,1,1148,156,837374,16.104000092,0.068000317
100,2024-10-21T12:16:18.920Z,9,4908,66,837375,16.194000006,0.089999914
101,2024-10-21T12:16:19.011Z,1,1859,8,837376,16.285000086,0.091000080
102,2024-10-21T12:16:19.012Z,4,4189,89,837377,16.286000013,0.000999928
103,2024-10-21T12:16:19.081Z,25,7579,100,837378,16.354999781,0.068999767
104,2024-10-21T12:16:19.329Z,1,1139,91,837379,16.602999926,0.248000145
105,2024-10-21T12:16:19.819Z,49,11228,371,837380,17.092999935,0.490000010
106,2024-10-21T12:16:19.916Z,1,890,49,837381,17.189999819,0.096999884
107,2024-10-21T12:16:20.133Z,1,1139,98,837382,17.406999826,0.217000008
108,2024-10-21T12:16:20.261Z,1,921,42,837383,17.534999847,0.128000021
109,2024-10-21T12:16:20.886Z,0,759,358,837384,18.160000086,0.625000238
110,2024-10-21T12:16:21.081Z,9,3943,318,837385,18.354999781,0.194999695
111,2024-10-21T12:16:21.099Z,1,386,362,837386,18.372999907,0.018000126
112,2024-10-21T12:16:21.107Z,25,7964,87,837387,18.381000042,0.008000135
113,2024-10-21T12:16:21.165Z,4,4158,84,837388,18.438999891,0.057999849
114,2024-10-21T12:16:21.259Z,484,34827,68,837389,18.532999992,0.094000101
115,2024-10-21T12:16:21.415Z,0,991,85,837390,18.688999891,0.155999899
116,2024-10-21T12:16:21.760Z,144,17835,283,837391,19.033999920,0.345000029
117,2024-10-21T12:16:21.788Z,529,35932,48,837392,19.062000036,0.028000116
118,2024-10-21T12:16:21.858Z,9,4568,90,837393,19.131999731,0.069999695
119,2024-10-21T12:16:21.919Z,9,4873,104,837394,19.193000078,0.061000347
120,2024-10-21T12:16:22.165Z,1,4713,186,837395,19.438999891,0.245999813
121,2024-10-21T12:16:22.211Z,144,17835,271,837396,19.484999895,0.046000004
122,2024-10-21T12:16:22.257Z,49,11673,98,837397,19.530999899,0.046000004
123,2024-10-21T12:16:22.333Z,1,1930,29,837398,19.606999874,0.075999975
124,2024-10-21T12:16:22.355Z,4,3208,64,837399,19.628999949,0.022000074
125,2024-10-21T12:16:23.013Z,1,3101,403,837400,20.286999941,0.657999992
126,2024-10-21T12:16:23.115Z,0,55,2,837401,20.388999939,0.101999998
127,2024-10-21T12:16:23.134Z,1,1208,7,837402,20.407999992,0.019000053
128,2024-10-21T12:16:23.420Z,0,2010,195,837403,20.694000006,0.286000013
129,2024-10-21T12:16:23.581Z,1,1406,197,837404,20.854999781,0.160999775
130,2024-10-21T12:16:23.581Z,1,890,32,837405,20.854999781,0.000000000
131,2024-10-21T12:16:23.608Z,9,3855,104,837406,20.881999969,0.027000189
132,2024-10-21T12:16:23.962Z,9,3942,322,837407,21.235999823,0.353999853
133,2024-10-21T12:16:24.510Z,9,3848,77,837408,21.784000158,0.548000336
134,2024-10-21T12:16:24.580Z,1,386,336,837409,21.853999853,0.069999695
135,2024-10-21T12:16:25.318Z,1,1654,162,837410,22.592000008,0.738000154
136,2024-10-21T12:16:25.508Z,1,2270,29,837411,22.781999826,0.189999819
137,2024-10-21T12:16:25.511Z,1,1975,470,837412,22.785000086,0.003000259
138,2024-10-21T12:16:25.511Z,1,2849,471,837413,22.785000086,0.000000000
139,2024-10-21T12:16:25.519Z,441,32617,62,837414,22.792999983,0.007999897
140,2024-10-21T12:16:25.914Z,0,1177,719,837415,23.187999725,0.394999743
141,2024-10-21T12:16:25.915Z,16,4562,143,837416,23.188999891,0.001000166
142,2024-10-21T12:16:25.977Z,4,4193,97,837417,23.250999928,0.062000036
143,2024-10-21T12:16:26.013Z,1,4218,141,837418,23.286999941,0.036000013
144,2024-10-21T12:16:26.081Z,1,1139,89,837419,23.354999781,0.067999840
145,2024-10-21T12:16:26.107Z,1,1139,87,837420,23.381000042,0.026000261
146,2024-10-21T12:16:26.257Z,9,3940,311,837421,23.530999899,0.149999857
147,2024-10-21T12:16:26.257Z,1,890,25,837422,23.530999899,0.000000000
148,2024-10-21T12:16:26.762Z,1,2270,29,837423,24.035999775,0.504999876
149,2024-10-21T12:16:27.015Z,9,4908,92,837424,24.289000034,0.253000259
150,2024-10-21T12:16:27.066Z,0,132,11,837425,24.339999914,0.050999880
151,2024-10-21T12:16:27.066Z,36,8563,8,837426,24.339999914,0.000000000
152,2024-10-21T12:16:27.269Z,49,11708,80,837427,24.542999983,0.203000069
153,2024-10-21T12:16:27.269Z,529,35932,47,837428,24.542999983,0.000000000
154,2024-10-21T12:16:27.348Z,1,3042,546,837429,24.621999979,0.078999996
155,2024-10-21T12:16:27.384Z,1,386,268,837430,24.657999992,0.036000013
156,2024-10-21T12:16:27.459Z,400,31512,46,837431,24.733000040,0.075000048
157,2024-10-21T12:16:27.535Z,1,1572,99,837432,24.809000015,0.075999975
158,2024-10-21T12:16:27.598Z,1,2483,562,837433,24.871999979,0.062999964
159,2024-10-21T12:16:27.756Z,1,1540,80,837434,25.029999971,0.157999992
160,2024-10-21T12:16:27.785Z,0,606,273,837435,25.058999777,0.028999805
161,2024-10-21T12:16:27.919Z,9,3910,329,837436,25.193000078,0.134000301
162,2024-10-21T12:16:28.110Z,0,453,54,837437,25.384000063,0.190999985
163,2024-10-21T12:16:28.262Z,1,2135,550,837438,25.536000013,0.151999950
164,2024-10-21T12:16:28.271Z,9,4734,100,837439,25.545000076,0.009000063
165,2024-10-21T12:16:28.329Z,1,1757,488,837440,25.602999926,0.057999849
166,2024-10-21T12:16:28.726Z,484,34795,46,837441,26.000000000,0.397000074
167,2024-10-21T12:16:29.080Z,1,2057,540,837442,26.353999853,0.353999853
168,2024-10-21T12:16:29.164Z,1,1540,98,837443,26.437999964,0.084000111
169,2024-10-21T12:16:29.263Z,1,2482,586,837444,26.536999941,0.098999977
170,2024-10-21T12:16:29.329Z,9,3944,367,837445,26.602999926,0.065999985
171,2024-10-21T12:16:29.541Z,0,751,25,837446,26.814999819,0.211999893
172,2024-10-21T12:16:29.581Z,1,2504,536,837447,26.854999781,0.039999962
173,2024-10-21T12:16:29.710Z,1,1939,430,837448,26.983999968,0.129000187
174,2024-10-21T12:16:29.849Z,1,3423,622,837449,27.122999907,0.138999939
175,2024-10-21T12:16:30.015Z,1,1227,263,837450,27.289000034,0.166000128
176,2024-10-21T12:16:30.081Z,1,2448,543,837451,27.354999781,0.065999746
177,2024-10-21T12:16:30.099Z,0,2024,38,837452,27.372999907,0.018000126
178,2024-10-21T12:16:30.329Z,1,7174,543,837453,27.602999926,0.230000019
179,2024-10-21T12:16:30.464Z,1,4630,455,837454,27.737999916,0.134999990
180,2024-10-21T12:16:30.570Z,1,4056,586,837455,27.843999863,0.105999947
181,2024-10-21T12:16:30.634Z,4,2460,295,837456,27.907999754,0.063999891
182,2024-10-21T12:16:30.834Z,1,3274,583,837457,28.107999802,0.200000048
183,2024-10-21T12:16:30.834Z,1,3373,566,837458,28.107999802,0.000000000
184,2024-10-21T12:16:31.350Z,1,2582,674,837459,28.624000072,0.516000271
185,2024-10-21T12:16:31.581Z,1,2573,595,837460,28.854999781,0.230999708
186,2024-10-21T12:16:31.582Z,1,4470,595,837461,28.855999947,0.001000166
187,2024-10-21T12:16:31.598Z,1,3358,699,837462,28.871999979,0.016000032
188,2024-10-21T12:16:31.599Z,1,2825,704,837463,28.872999907,0.000999928
189,2024-10-21T12:16:31.729Z,1,1430,156,837464,29.002999783,0.129999876
190,2024-10-21T12:16:31.729Z,1,1422,17,837465,29.002999783,0.000000000
191,2024-10-21T12:16:31.829Z,1,2293,631,837466,29.102999926,0.100000143
192,2024-10-21T12:16:31.829Z,1,2029,602,837467,29.102999926,0.000000000
193,2024-10-21T12:16:32.264Z,1,2104,603,837468,29.537999868,0.434999943
194,2024-10-21T12:16:32.272Z,9,3823,128,837469,29.546000004,0.008000135
195,2024-10-21T12:16:32.329Z,1,2772,639,837470,29.602999926,0.056999922
196,2024-10-21T12:16:32.331Z,1,1795,626,837471,29.605000019,0.002000093
197,2024-10-21T12:16:32.463Z,1,2183,511,837472,29.736999989,0.131999969
198,2024-10-21T12:16:32.518Z,25,7676,108,837473,29.792000055,0.055000067
199,2024-10-21T12:16:32.588Z,0,2363,917,837474,29.861999989,0.069999933
200,2024-10-21T12:16:32.712Z,1,2850,512,837475,29.985999823,0.123999834
201,2024-10-21T12:16:32.730Z,4,4136,86,837476,30.003999710,0.017999887
202,2024-10-21T12:16:32.763Z,1,1425,348,837477,30.036999941,0.033000231
203,2024-10-21T12:16:32.763Z,1,1537,495,837478,30.036999941,0.000000000
204,2024-10-21T12:16:32.979Z,400,31512,52,837479,30.253000021,0.216000080
205,2024-10-21T12:16:33.214Z,4,2865,227,837480,30.488000154,0.235000134
206,2024-10-21T12:16:33.256Z,1,2275,360,837481,30.529999971,0.041999817
207,2024-10-21T12:16:33.295Z,1,2119,621,837482,30.569000006,0.039000034
208,2024-10-21T12:16:33.331Z,1,2913,625,837483,30.605000019,0.036000013
209,2024-10-21T12:16:33.585Z,9,4058,281,837484,30.858999968,0.253999949
210,2024-10-21T12:16:34.085Z,1,7145,694,837485,31.358999968,0.500000000
211,2024-10-21T12:16:34.315Z,1,1139,77,837486,31.588999987,0.230000019
212,2024-10-21T12:16:34.315Z,1,4206,182,837487,31.588999987,0.000000000
213,2024-10-21T12:16:34.508Z,1,1724,497,837488,31.781999826,0.192999840
214,2024-10-21T12:16:34.756Z,49,11228,231,837489,32.029999971,0.248000145
215,2024-10-21T12:16:34.819Z,1,3087,616,837490,32.092999935,0.062999964
216,2024-10-21T12:16:34.834Z,1,1915,32,837491,32.107999802,0.014999866
217,2024-10-21T12:16:35.100Z,1,5277,816,837492,32.373999834,0.266000032
218,2024-10-21T12:16:35.215Z,1,2307,643,837493,32.489000082,0.115000248
219,2024-10-21T12:16:35.266Z,1,2568,678,837494,32.539999723,0.050999641
220,2024-10-21T12:16:35.334Z,1,6206,710,837495,32.608000040,0.068000317
221,2024-10-21T12:16:35.478Z,1,1594,120,837496,32.752000093,0.144000053
222,2024-10-21T12:16:35.546Z,1,4347,691,837497,32.819999695,0.067999601
223,2024-10-21T12:16:35.562Z,1,1139,102,837498,32.835999727,0.016000032
224,2024-10-21T12:16:35.562Z,1,1772,32,837499,32.835999727,0.000000000
225,2024-10-21T12:16:35.583Z,1,1928,590,837500,32.857000113,0.021000385
226,2024-10-21T12:16:35.832Z,1,4575,735,837501,33.105999947,0.248999834
227,2024-10-21T12:16:36.261Z,1,2774,620,837502,33.534999847,0.428999901
228,2024-10-21T12:16:36.293Z,9,3355,244,837503,33.566999912,0.032000065
229,2024-10-21T12:16:36.319Z,1,4222,636,837504,33.592999935,0.026000023
230,2024-10-21T12:16:36.582Z,1,2818,747,837505,33.855999947,0.263000011
231,2024-10-21T12:16:36.583Z,1,2801,770,837506,33.857000113,0.001000166
232,2024-10-21T12:16:36.583Z,1,4525,801,837507,33.857000113,0.000000000
233,2024-10-21T12:16:36.766Z,1,2339,629,837508,34.039999962,0.182999849
234,2024-10-21T12:16:37.085Z,1,8521,756,837509,34.358999968,0.319000006
235,2024-10-21T12:16:37.216Z,1,2635,700,837510,34.490000010,0.131000042
236,2024-10-21T12:16:37.320Z,1,2089,635,837511,34.593999863,0.103999853
237,2024-10-21T12:16:37.353Z,1,3174,527,837512,34.626999855,0.032999992
238,2024-10-21T12:16:37.459Z,1,2210,588,837513,34.733000040,0.106000185
239,2024-10-21T12:16:37.507Z,1,1836,557,837514,34.780999899,0.047999859
240,2024-10-21T12:16:37.573Z,1,3135,653,837515,34.846999884,0.065999985
241,2024-10-21T12:16:37.712Z,1,2248,583,837516,34.985999823,0.138999939
242,2024-10-21T12:16:37.729Z,1,1180,215,837517,35.002999783,0.016999960
243,2024-10-21T12:16:37.756Z,1,1460,29,837518,35.029999971,0.027000189
244,2024-10-21T12:16:37.811Z,1,1171,80,837519,35.085000038,0.055000067
245,2024-10-21T12:16:37.961Z,1,3354,718,837520,35.234999895,0.149999857
246,2024-10-21T12:16:37.962Z,1,3661,705,837521,35.235999823,0.000999928
247,2024-10-21T12:16:38.007Z,0,2788,301,837522,35.280999899,0.045000076
248,2024-10-21T12:16:38.073Z,1,3095,655,837523,35.346999884,0.065999985
249,2024-10-21T12:16:38.111Z,0,327,25,837524,35.384999990,0.038000107
250,2024-10-21T12:16:38.256Z,4,2803,407,837525,35.529999971,0.144999981
251,2024-10-21T12:16:38.357Z,1,2566,515,837526,35.630999804,0.100999832
252,2024-10-21T12:16:39.857Z,1,1782,580,837527,37.130999804,1.500000000
253,2024-10-21T12:16:39.962Z,1,2520,663,837528,37.235999823,0.105000019
254,2024-10-21T12:16:40.036Z,1,3973,839,837529,37.309999943,0.074000120
255,2024-10-21T12:16:40.104Z,1,2068,577,837530,37.378000021,0.068000078
256,2024-10-21T12:16:40.355Z,1,1780,590,837531,37.628999949,0.250999928
257,2024-10-21T12:16:41.478Z,441,33722,61,837532,38.752000093,1.123000145
258,2024-10-21T12:16:41.730Z,1,386,386,837533,39.003999710,0.251999617
259,2024-10-21T12:16:41.763Z,1,2704,786,837534,39.036999941,0.033000231
260,2024-10-21T12:16:41.857Z,1,4383,640,837535,39.130999804,0.093999863
261,2024-10-21T12:16:42.262Z,1,2135,770,837536,39.536000013,0.405000210
262,2024-10-21T12:16:42.321Z,1,2412,681,837537,39.594999790,0.058999777
263,2024-10-21T12:16:42.708Z,1,4453,602,837538,39.981999874,0.387000084
264,2024-10-21T12:16:42.862Z,0,3612,292,837539,40.136000156,0.154000282
265,2024-10-21T12:16:43.353Z,1,2571,689,837540,40.626999855,0.490999699
266,2024-10-21T12:16:43.507Z,1,5169,587,837541,40.780999899,0.154000044
267,2024-10-21T12:16:43.512Z,1,7113,818,837542,40.786000013,0.005000114
268,2024-10-21T12:16:43.512Z,1,3344,830,837543,40.786000013,0.000000000
269,2024-10-21T12:16:43.756Z,1,1983,592,837544,41.029999971,0.243999958
270,2024-10-21T12:16:44.257Z,1,608,70,837545,41.530999899,0.500999928
271,2024-10-21T12:16:44.510Z,1,5202,595,837546,41.784000158,0.253000259
272,2024-10-21T12:16:44.570Z,1,9502,745,837547,41.843999863,0.059999704
273,2024-10-21T12:16:44.761Z,1,2512,857,837548,42.034999847,0.190999985
274,2024-10-21T12:16:44.764Z,1,2634,882,837549,42.037999868,0.003000021
275,2024-10-21T12:16:44.855Z,0,1584,781,837550,42.128999949,0.091000080
276,2024-10-21T12:16:44.964Z,1,1936,548,837551,42.237999916,0.108999968
277,2024-10-21T12:16:45.011Z,0,3962,60,837552,42.285000086,0.047000170
278,2024-10-21T12:16:45.043Z,0,1601,664,837553,42.316999912,0.031999826
279,2024-10-21T12:16:45.212Z,1,3514,831,837554,42.485999823,0.168999910
280,2024-10-21T12:16:45.353Z,1,3196,754,837555,42.626999855,0.141000032
281,2024-10-21T12:16:45.506Z,1,1858,645,837556,42.779999733,0.152999878
282,2024-10-21T12:16:46.106Z,1,8733,764,837557,43.379999876,0.600000143
283,2024-10-21T12:16:46.214Z,1,3115,584,837558,43.488000154,0.108000278
284,2024-10-21T12:16:46.215Z,1,2107,594,837559,43.489000082,0.000999928
285,2024-10-21T12:16:46.241Z,0,1911,627,837560,43.514999866,0.025999784
286,2024-10-21T12:16:46.603Z,1,3348,783,837561,43.877000093,0.362000227
287,2024-10-21T12:16:47.258Z,1,386,153,837562,44.531999826,0.654999733
288,2024-10-21T12:16:47.475Z,1,3520,615,837563,44.749000072,0.217000246
289,2024-10-21T12:16:47.475Z,1,4475,560,837564,44.749000072,0.000000000
290,2024-10-21T12:16:47.511Z,1,5148,694,837565,44.785000086,0.036000013
291,2024-10-21T12:16:47.636Z,1,3494,529,837566,44.909999847,0.124999762
292,2024-10-21T12:16:47.711Z,1,3313,640,837567,44.984999895,0.075000048
293,2024-10-21T12:16:48.136Z,49,11228,259,837568,45.409999847,0.424999952
294,2024-10-21T12:16:48.212Z,1,2316,651,837569,45.485999823,0.075999975
295,2024-10-21T12:16:48.512Z,1,5504,719,837570,45.786000013,0.300000191
296,2024-10-21T12:16:48.725Z,1,2328,604,837571,45.998999834,0.212999821
297,2024-10-21T12:16:48.726Z,0,156,14,837572,46.000000000,0.001000166
298,2024-10-21T12:16:48.726Z,1,2898,654,837573,46.000000000,0.000000000
299,2024-10-21T12:16:48.890Z,9,3886,248,837574,46.163999796,0.163999796
300,2024-10-21T12:16:48.891Z,1,3093,567,837575,46.164999962,0.001000166
301,2024-10-21T12:16:49.212Z,1,3006,685,837576,46.485999823,0.320999861
302,2024-10-21T12:16:49.225Z,1,2584,621,837577,46.498999834,0.013000011
303,2024-10-21T12:16:49.462Z,1,2949,683,837578,46.736000061,0.237000227
304,2024-10-21T12:16:49.478Z,1,3092,682,837579,46.752000093,0.016000032
305,2024-10-21T12:16:49.562Z,9,3810,267,837580,46.835999727,0.083999634
306,2024-10-21T12:16:49.654Z,1,2530,588,837581,46.927999973,0.092000246
307,2024-10-21T12:16:49.726Z,1,2364,638,837582,47.000000000,0.072000027
308,2024-10-21T12:16:49.726Z,1,1139,90,837583,47.000000000,0.000000000
309,2024-10-21T12:16:49.761Z,1,2548,720,837584,47.034999847,0.034999847
310,2024-10-21T12:16:49.761Z,1,3030,739,837585,47.034999847,0.000000000
311,2024-10-21T12:16:49.961Z,0,798,8,837586,47.234999895,0.200000048
312,2024-10-21T12:16:49.979Z,1,3067,647,837587,47.253000021,0.018000126
313,2024-10-21T12:16:49.979Z,1,3448,646,837588,47.253000021,0.000000000
314,2024-10-21T12:16:50.961Z,1,2909,738,837589,48.234999895,0.981999874
315,2024-10-21T12:16:51.014Z,1,2341,608,837590,48.288000107,0.053000212
316,2024-10-21T12:16:51.070Z,0,144,13,837591,48.344000101,0.055999994
317,2024-10-21T12:16:51.215Z,1,2632,793,837592,48.489000082,0.144999981
318,2024-10-21T12:16:51.475Z,1,2266,695,837593,48.749000072,0.259999990
319,2024-10-21T12:16:51.518Z,1,2524,602,837594,48.792000055,0.042999983
320,2024-10-21T12:16:52.210Z,0,3289,41,837595,49.483999729,0.691999674
321,2024-10-21T12:16:52.257Z,1,2782,769,837596,49.530999899,0.047000170
322,2024-10-21T12:16:52.267Z,1,664,1254,837597,49.540999889,0.009999990
323,2024-10-21T12:16:52.726Z,1,2044,742,837598,50.000000000,0.459000111
324,2024-10-21T12:16:52.962Z,0,150,19,837599,50.235999823,0.235999823
325,2024-10-21T12:16:52.981Z,1,2068,754,837600,50.254999876,0.019000053
326,2024-10-21T12:16:53.229Z,1,3907,759,837601,50.502999783,0.247999907
327,2024-10-21T12:16:53.229Z,9,3716,268,837602,50.502999783,0.000000000
328,2024-10-21T12:16:53.386Z,1,2165,659,837603,50.659999847,0.157000065
329,2024-10-21T12:16:53.757Z,1,3568,782,837604,51.030999899,0.371000051
330,2024-10-21T12:16:53.886Z,49,11228,356,837605,51.160000086,0.129000187
331,2024-10-21T12:16:53.886Z,1,3810,650,837606,51.160000086,0.000000000
332,2024-10-21T12:16:53.980Z,1,4761,838,837607,51.253999949,0.093999863
333,2024-10-21T12:16:54.134Z,1,4342,673,837608,51.407999992,0.154000044
334,2024-10-21T12:16:55.524Z,1,2876,552,837609,52.797999859,1.389999866
335,2024-10-21T12:16:55.524Z,1,2019,534,837610,52.797999859,0.000000000
336,2024-10-21T12:16:55.563Z,289,24258,320,837611,52.836999893,0.039000034
337,2024-10-21T12:16:55.634Z,1,2373,718,837612,52.907999754,0.070999861
