TRACE_INDEX,TIMESTAMP,NumImages,ContextTokens,GeneratedTokens,SOURCE_ROW,ARRIVAL_OFFSET_S,INTER_ARRIVAL_S
49,2024-10-21T12:16:08.770Z,1,386,176,837316,7.672000170,0.055999994
50,2024-10-21T12:16:09.017Z,1,1139,87,837317,7.919000149,0.246999979
51,2024-10-21T12:16:09.209Z,25,8184,398,837318,8.111000061,0.191999912
52,2024-10-21T12:16:09.228Z,1,1369,246,837319,8.130000114,0.019000053
53,2024-10-21T12:16:10.208Z,1,1139,90,837320,9.110000134,0.980000019
54,2024-10-21T12:16:10.228Z,1,890,39,837321,9.130000114,0.019999981
55,2024-10-21T12:16:10.264Z,4,3427,221,837322,9.166000128,0.036000013
56,2024-10-21T12:16:10.313Z,484,34827,48,837323,9.215000153,0.049000025
57,2024-10-21T12:16:10.331Z,1,776,2,837324,9.233000278,0.018000126
58,2024-10-21T12:16:10.509Z,1,1139,82,837325,9.411000013,0.177999735
59,2024-10-21T12:16:10.712Z,0,871,15,837326,9.614000082,0.203000069
60,2024-10-21T12:16:11.006Z,9,4873,98,837327,9.908000231,0.294000149
61,2024-10-21T12:16:11.210Z,16,5553,91,837328,10.111999989,0.203999758
62,2024-10-21T12:16:11.539Z,0,5392,113,837329,10.441000223,0.329000235
63,2024-10-21T12:16:12.017Z,1,921,29,837330,10.919000149,0.477999926
64,2024-10-21T12:16:12.265Z,9,3848,114,837331,11.167000055,0.247999907
65,2024-10-21T12:16:12.266Z,1,285,2,837332,11.167999983,0.000999928
66,2024-10-21T12:16:12.317Z,0,1361,152,837333,11.219000101,0.051000118
67,2024-10-21T12:16:12.458Z,49,11228,359,837334,11.360000134,0.141000032
68,2024-10-21T12:16:12.582Z,9,4206,212,837335,11.484000206,0.124000072
69,2024-10-21T12:16:12.633Z,1,1422,36,837336,11.535000086,0.050999880
70,2024-10-21T12:16:12.817Z,1,1051,17,837337,11.719000101,0.184000015
71,2024-10-21T12:16:13.023Z,1,2270,29,837338,11.925000191,0.206000090
72,2024-10-21T12:16:13.100Z,4,4324,88,837339,12.002000093,0.076999903
73,2024-10-21T12:16:13.266Z,1,1526,354,837340,12.167999983,0.165999889
74,2024-10-21T12:16:14.265Z,16,6068,285,837341,13.167000055,0.999000072
75,2024-10-21T12:16:14.319Z,49,11677,112,837342,13.221000195,0.054000139
76,2024-10-21T12:16:14.521Z,0,950,1,837343,13.423000097,0.201999903
77,2024-10-21T12:16:14.580Z,1,1136,52,837344,13.482000113,0.059000015
78,2024-10-21T12:16:14.764Z,1,1139,84,837345,13.666000128,0.184000015
79,2024-10-21T12:16:14.818Z,16,4565,199,837346,13.720000029,0.053999901
80,2024-10-21T12:16:15.210Z,1,1139,84,837347,14.111999989,0.391999960
81,2024-10-21T12:16:15.258Z,1,1683,59,837348,14.160000086,0.048000097
82,2024-10-21T12:16:15.355Z,4,2819,400,837349,14.257000208,0.097000122
83,2024-10-21T12:16:15.760Z,1,777,2,837350,14.662000179,0.404999971
84,2024-10-21T12:16:15.772Z,0,151,19,837351,14.674000263,0.012000084
85,2024-10-21T12:16:16.015Z,1,1576,407,837352,14.917000294,0.243000031
86,2024-10-21T12:16:16.133Z,4,3208,62,837353,15.035000086,0.117999792
87,2024-10-21T12:16:16.211Z,1,1202,139,837354,15.113000154,0.078000069
88,2024-10-21T12:16:16.265Z,9,7248,300,837355,15.167000055,0.053999901
89,2024-10-21T12:16:16.416Z,1,2270,29,837356,15.318000078,0.151000023
90,2024-10-21T12:16:16.726Z,4,3208,58,837357,15.628000259,0.310000181
91,2024-10-21T12:16:16.770Z,0,133,32,837358,15.672000170,0.043999910
92,2024-10-21T12:16:16.917Z,1,921,22,837359,15.819000006,0.146999836
93,2024-10-21T12:16:17.012Z,4,4142,88,837360,15.914000273,0.095000267
94,2024-10-21T12:16:17.012Z,9,4054,78,837361,15.914000273,0.000000000
95,2024-10-21T12:16:17.072Z,16,5913,289,837362,15.974000216,0.059999943
96,2024-10-21T12:16:17.098Z,1,1762,191,837363,16.000000000,0.025999784
97,2024-10-21T12:16:17.329Z,144,17835,380,837364,16.231000185,0.231000185
98,2024-10-21T12:16:17.383Z,196,22672,78,837365,16.285000324,0.054000139
99,2024-10-21T12:16:17.484Z,441,33722,39,837366,16.386000156,0.100999832
100,2024-10-21T12:16:17.511Z,4,4404,92,837367,16.413000345,0.027000189
101,2024-10-21T12:16:17.818Z,9,3950,319,837368,16.720000029,0.306999683
102,2024-10-21T12:16:17.829Z,25,7749,135,837369,16.731000185,0.011000156
103,2024-10-21T12:16:17.959Z,1,1471,201,837370,16.861000299,0.130000114
104,2024-10-21T12:16:18.098Z,9,3792,246,837371,17.000000000,0.138999701
105,2024-10-21T12:16:18.383Z,1,890,44,837372,17.285000324,0.285000324
106,2024-10-21T12:16:18.762Z,4,3988,96,837373,17.664000034,0.378999710
107,2024-10-21T12:16:18.830Z,1,1148,156,837374,17.732000351,0.068000317
108,2024-10-21T12:16:18.920Z,9,4908,66,837375,17.822000265,0.089999914
109,2024-10-21T12:16:19.011Z,1,1859,8,837376,17.913000345,0.091000080
110,2024-10-21T12:16:19.012Z,4,4189,89,837377,17.914000273,0.000999928
111,2024-10-21T12:16:19.081Z,25,7579,100,837378,17.983000040,0.068999767
112,2024-10-21T12:16:19.329Z,1,1139,91,837379,18.231000185,0.248000145
113,2024-10-21T12:16:19.819Z,49,11228,371,837380,18.721000195,0.490000010
114,2024-10-21T12:16:19.916Z,1,890,49,837381,18.818000078,0.096999884
115,2024-10-21T12:16:20.133Z,1,1139,98,837382,19.035000086,0.217000008
116,2024-10-21T12:16:20.261Z,1,921,42,837383,19.163000107,0.128000021
117,2024-10-21T12:16:20.886Z,0,759,358,837384,19.788000345,0.625000238
118,2024-10-21T12:16:21.081Z,9,3943,318,837385,19.983000040,0.194999695
119,2024-10-21T12:16:21.099Z,1,386,362,837386,20.001000166,0.018000126
120,2024-10-21T12:16:21.107Z,25,7964,87,837387,20.009000301,0.008000135
121,2024-10-21T12:16:21.165Z,4,4158,84,837388,20.067000151,0.057999849
122,2024-10-21T12:16:21.259Z,484,34827,68,837389,20.161000252,0.094000101
123,2024-10-21T12:16:21.415Z,0,991,85,837390,20.317000151,0.155999899
124,2024-10-21T12:16:21.760Z,144,17835,283,837391,20.662000179,0.345000029
125,2024-10-21T12:16:21.788Z,529,35932,48,837392,20.690000296,0.028000116
126,2024-10-21T12:16:21.858Z,9,4568,90,837393,20.759999990,0.069999695
127,2024-10-21T12:16:21.919Z,9,4873,104,837394,20.821000338,0.061000347
128,2024-10-21T12:16:22.165Z,1,4713,186,837395,21.067000151,0.245999813
129,2024-10-21T12:16:22.211Z,144,17835,271,837396,21.113000154,0.046000004
130,2024-10-21T12:16:22.257Z,49,11673,98,837397,21.159000158,0.046000004
131,2024-10-21T12:16:22.333Z,1,1930,29,837398,21.235000134,0.075999975
132,2024-10-21T12:16:22.355Z,4,3208,64,837399,21.257000208,0.022000074
133,2024-10-21T12:16:23.013Z,1,3101,403,837400,21.915000200,0.657999992
134,2024-10-21T12:16:23.115Z,0,55,2,837401,22.017000198,0.101999998
135,2024-10-21T12:16:23.134Z,1,1208,7,837402,22.036000252,0.019000053
136,2024-10-21T12:16:23.420Z,0,2010,195,837403,22.322000265,0.286000013
137,2024-10-21T12:16:23.581Z,1,1406,197,837404,22.483000040,0.160999775
138,2024-10-21T12:16:23.581Z,1,890,32,837405,22.483000040,0.000000000
139,2024-10-21T12:16:23.608Z,9,3855,104,837406,22.510000229,0.027000189
140,2024-10-21T12:16:23.962Z,9,3942,322,837407,22.864000082,0.353999853
141,2024-10-21T12:16:24.510Z,9,3848,77,837408,23.412000418,0.548000336
142,2024-10-21T12:16:24.580Z,1,386,336,837409,23.482000113,0.069999695
143,2024-10-21T12:16:25.318Z,1,1654,162,837410,24.220000267,0.738000154
144,2024-10-21T12:16:25.508Z,1,2270,29,837411,24.410000086,0.189999819
145,2024-10-21T12:16:25.511Z,1,1975,470,837412,24.413000345,0.003000259
146,2024-10-21T12:16:25.511Z,1,2849,471,837413,24.413000345,0.000000000
147,2024-10-21T12:16:25.519Z,441,32617,62,837414,24.421000242,0.007999897
148,2024-10-21T12:16:25.914Z,0,1177,719,837415,24.815999985,0.394999743
149,2024-10-21T12:16:25.915Z,16,4562,143,837416,24.817000151,0.001000166
150,2024-10-21T12:16:25.977Z,4,4193,97,837417,24.879000187,0.062000036
151,2024-10-21T12:16:26.013Z,1,4218,141,837418,24.915000200,0.036000013
152,2024-10-21T12:16:26.081Z,1,1139,89,837419,24.983000040,0.067999840
153,2024-10-21T12:16:26.107Z,1,1139,87,837420,25.009000301,0.026000261
154,2024-10-21T12:16:26.257Z,9,3940,311,837421,25.159000158,0.149999857
155,2024-10-21T12:16:26.257Z,1,890,25,837422,25.159000158,0.000000000
156,2024-10-21T12:16:26.762Z,1,2270,29,837423,25.664000034,0.504999876
157,2024-10-21T12:16:27.015Z,9,4908,92,837424,25.917000294,0.253000259
158,2024-10-21T12:16:27.066Z,0,132,11,837425,25.968000174,0.050999880
159,2024-10-21T12:16:27.066Z,36,8563,8,837426,25.968000174,0.000000000
160,2024-10-21T12:16:27.269Z,49,11708,80,837427,26.171000242,0.203000069
161,2024-10-21T12:16:27.269Z,529,35932,47,837428,26.171000242,0.000000000
162,2024-10-21T12:16:27.348Z,1,3042,546,837429,26.250000238,0.078999996
163,2024-10-21T12:16:27.384Z,1,386,268,837430,26.286000252,0.036000013
164,2024-10-21T12:16:27.459Z,400,31512,46,837431,26.361000299,0.075000048
165,2024-10-21T12:16:27.535Z,1,1572,99,837432,26.437000275,0.075999975
166,2024-10-21T12:16:27.598Z,1,2483,562,837433,26.500000238,0.062999964
167,2024-10-21T12:16:27.756Z,1,1540,80,837434,26.658000231,0.157999992
168,2024-10-21T12:16:27.785Z,0,606,273,837435,26.687000036,0.028999805
169,2024-10-21T12:16:27.919Z,9,3910,329,837436,26.821000338,0.134000301
170,2024-10-21T12:16:28.110Z,0,453,54,837437,27.012000322,0.190999985
171,2024-10-21T12:16:28.262Z,1,2135,550,837438,27.164000273,0.151999950
172,2024-10-21T12:16:28.271Z,9,4734,100,837439,27.173000336,0.009000063
173,2024-10-21T12:16:28.329Z,1,1757,488,837440,27.231000185,0.057999849
174,2024-10-21T12:16:28.726Z,484,34795,46,837441,27.628000259,0.397000074
175,2024-10-21T12:16:29.080Z,1,2057,540,837442,27.982000113,0.353999853
176,2024-10-21T12:16:29.164Z,1,1540,98,837443,28.066000223,0.084000111
177,2024-10-21T12:16:29.263Z,1,2482,586,837444,28.165000200,0.098999977
178,2024-10-21T12:16:29.329Z,9,3944,367,837445,28.231000185,0.065999985
179,2024-10-21T12:16:29.541Z,0,751,25,837446,28.443000078,0.211999893
180,2024-10-21T12:16:29.581Z,1,2504,536,837447,28.483000040,0.039999962
181,2024-10-21T12:16:29.710Z,1,1939,430,837448,28.612000227,0.129000187
182,2024-10-21T12:16:29.849Z,1,3423,622,837449,28.751000166,0.138999939
183,2024-10-21T12:16:30.015Z,1,1227,263,837450,28.917000294,0.166000128
184,2024-10-21T12:16:30.081Z,1,2448,543,837451,28.983000040,0.065999746
185,2024-10-21T12:16:30.099Z,0,2024,38,837452,29.001000166,0.018000126
186,2024-10-21T12:16:30.329Z,1,7174,543,837453,29.231000185,0.230000019
187,2024-10-21T12:16:30.464Z,1,4630,455,837454,29.366000175,0.134999990
188,2024-10-21T12:16:30.570Z,1,4056,586,837455,29.472000122,0.105999947
189,2024-10-21T12:16:30.634Z,4,2460,295,837456,29.536000013,0.063999891
190,2024-10-21T12:16:30.834Z,1,3274,583,837457,29.736000061,0.200000048
191,2024-10-21T12:16:30.834Z,1,3373,566,837458,29.736000061,0.000000000
192,2024-10-21T12:16:31.350Z,1,2582,674,837459,30.252000332,0.516000271
193,2024-10-21T12:16:31.581Z,1,2573,595,837460,30.483000040,0.230999708
194,2024-10-21T12:16:31.582Z,1,4470,595,837461,30.484000206,0.001000166
195,2024-10-21T12:16:31.598Z,1,3358,699,837462,30.500000238,0.016000032
196,2024-10-21T12:16:31.599Z,1,2825,704,837463,30.501000166,0.000999928
197,2024-10-21T12:16:31.729Z,1,1430,156,837464,30.631000042,0.129999876
198,2024-10-21T12:16:31.729Z,1,1422,17,837465,30.631000042,0.000000000
199,2024-10-21T12:16:31.829Z,1,2293,631,837466,30.731000185,0.100000143
200,2024-10-21T12:16:31.829Z,1,2029,602,837467,30.731000185,0.000000000
201,2024-10-21T12:16:32.264Z,1,2104,603,837468,31.166000128,0.434999943
202,2024-10-21T12:16:32.272Z,9,3823,128,837469,31.174000263,0.008000135
203,2024-10-21T12:16:32.329Z,1,2772,639,837470,31.231000185,0.056999922
204,2024-10-21T12:16:32.331Z,1,1795,626,837471,31.233000278,0.002000093
205,2024-10-21T12:16:32.463Z,1,2183,511,837472,31.365000248,0.131999969
206,2024-10-21T12:16:32.518Z,25,7676,108,837473,31.420000315,0.055000067
207,2024-10-21T12:16:32.588Z,0,2363,917,837474,31.490000248,0.069999933
208,2024-10-21T12:16:32.712Z,1,2850,512,837475,31.614000082,0.123999834
209,2024-10-21T12:16:32.730Z,4,4136,86,837476,31.631999969,0.017999887
210,2024-10-21T12:16:32.763Z,1,1425,348,837477,31.665000200,0.033000231
211,2024-10-21T12:16:32.763Z,1,1537,495,837478,31.665000200,0.000000000
212,2024-10-21T12:16:32.979Z,400,31512,52,837479,31.881000280,0.216000080
213,2024-10-21T12:16:33.214Z,4,2865,227,837480,32.116000414,0.235000134
214,2024-10-21T12:16:33.256Z,1,2275,360,837481,32.158000231,0.041999817
215,2024-10-21T12:16:33.295Z,1,2119,621,837482,32.197000265,0.039000034
216,2024-10-21T12:16:33.331Z,1,2913,625,837483,32.233000278,0.036000013
217,2024-10-21T12:16:33.585Z,9,4058,281,837484,32.487000227,0.253999949
218,2024-10-21T12:16:34.085Z,1,7145,694,837485,32.987000227,0.500000000
219,2024-10-21T12:16:34.315Z,1,1139,77,837486,33.217000246,0.230000019
220,2024-10-21T12:16:34.315Z,1,4206,182,837487,33.217000246,0.000000000
221,2024-10-21T12:16:34.508Z,1,1724,497,837488,33.410000086,0.192999840
222,2024-10-21T12:16:34.756Z,49,11228,231,837489,33.658000231,0.248000145
223,2024-10-21T12:16:34.819Z,1,3087,616,837490,33.721000195,0.062999964
224,2024-10-21T12:16:34.834Z,1,1915,32,837491,33.736000061,0.014999866
225,2024-10-21T12:16:35.100Z,1,5277,816,837492,34.002000093,0.266000032
226,2024-10-21T12:16:35.215Z,1,2307,643,837493,34.117000341,0.115000248
227,2024-10-21T12:16:35.266Z,1,2568,678,837494,34.167999983,0.050999641
228,2024-10-21T12:16:35.334Z,1,6206,710,837495,34.236000299,0.068000317
229,2024-10-21T12:16:35.478Z,1,1594,120,837496,34.380000353,0.144000053
230,2024-10-21T12:16:35.546Z,1,4347,691,837497,34.447999954,0.067999601
231,2024-10-21T12:16:35.562Z,1,1139,102,837498,34.463999987,0.016000032
232,2024-10-21T12:16:35.562Z,1,1772,32,837499,34.463999987,0.000000000
233,2024-10-21T12:16:35.583Z,1,1928,590,837500,34.485000372,0.021000385
234,2024-10-21T12:16:35.832Z,1,4575,735,837501,34.734000206,0.248999834
235,2024-10-21T12:16:36.261Z,1,2774,620,837502,35.163000107,0.428999901
236,2024-10-21T12:16:36.293Z,9,3355,244,837503,35.195000172,0.032000065
237,2024-10-21T12:16:36.319Z,1,4222,636,837504,35.221000195,0.026000023
238,2024-10-21T12:16:36.582Z,1,2818,747,837505,35.484000206,0.263000011
239,2024-10-21T12:16:36.583Z,1,2801,770,837506,35.485000372,0.001000166
240,2024-10-21T12:16:36.583Z,1,4525,801,837507,35.485000372,0.000000000
241,2024-10-21T12:16:36.766Z,1,2339,629,837508,35.668000221,0.182999849
242,2024-10-21T12:16:37.085Z,1,8521,756,837509,35.987000227,0.319000006
243,2024-10-21T12:16:37.216Z,1,2635,700,837510,36.118000269,0.131000042
244,2024-10-21T12:16:37.320Z,1,2089,635,837511,36.222000122,0.103999853
245,2024-10-21T12:16:37.353Z,1,3174,527,837512,36.255000114,0.032999992
246,2024-10-21T12:16:37.459Z,1,2210,588,837513,36.361000299,0.106000185
247,2024-10-21T12:16:37.507Z,1,1836,557,837514,36.409000158,0.047999859
248,2024-10-21T12:16:37.573Z,1,3135,653,837515,36.475000143,0.065999985
249,2024-10-21T12:16:37.712Z,1,2248,583,837516,36.614000082,0.138999939
250,2024-10-21T12:16:37.729Z,1,1180,215,837517,36.631000042,0.016999960
251,2024-10-21T12:16:37.756Z,1,1460,29,837518,36.658000231,0.027000189
252,2024-10-21T12:16:37.811Z,1,1171,80,837519,36.713000298,0.055000067
253,2024-10-21T12:16:37.961Z,1,3354,718,837520,36.863000154,0.149999857
254,2024-10-21T12:16:37.962Z,1,3661,705,837521,36.864000082,0.000999928
255,2024-10-21T12:16:38.007Z,0,2788,301,837522,36.909000158,0.045000076
256,2024-10-21T12:16:38.073Z,1,3095,655,837523,36.975000143,0.065999985
257,2024-10-21T12:16:38.111Z,0,327,25,837524,37.013000250,0.038000107
258,2024-10-21T12:16:38.256Z,4,2803,407,837525,37.158000231,0.144999981
259,2024-10-21T12:16:38.357Z,1,2566,515,837526,37.259000063,0.100999832
260,2024-10-21T12:16:39.857Z,1,1782,580,837527,38.759000063,1.500000000
261,2024-10-21T12:16:39.962Z,1,2520,663,837528,38.864000082,0.105000019
262,2024-10-21T12:16:40.036Z,1,3973,839,837529,38.938000202,0.074000120
263,2024-10-21T12:16:40.104Z,1,2068,577,837530,39.006000280,0.068000078
264,2024-10-21T12:16:40.355Z,1,1780,590,837531,39.257000208,0.250999928
265,2024-10-21T12:16:41.478Z,441,33722,61,837532,40.380000353,1.123000145
266,2024-10-21T12:16:41.730Z,1,386,386,837533,40.631999969,0.251999617
267,2024-10-21T12:16:41.763Z,1,2704,786,837534,40.665000200,0.033000231
268,2024-10-21T12:16:41.857Z,1,4383,640,837535,40.759000063,0.093999863
269,2024-10-21T12:16:42.262Z,1,2135,770,837536,41.164000273,0.405000210
270,2024-10-21T12:16:42.321Z,1,2412,681,837537,41.223000050,0.058999777
271,2024-10-21T12:16:42.708Z,1,4453,602,837538,41.610000134,0.387000084
272,2024-10-21T12:16:42.862Z,0,3612,292,837539,41.764000416,0.154000282
273,2024-10-21T12:16:43.353Z,1,2571,689,837540,42.255000114,0.490999699
274,2024-10-21T12:16:43.507Z,1,5169,587,837541,42.409000158,0.154000044
275,2024-10-21T12:16:43.512Z,1,7113,818,837542,42.414000273,0.005000114
276,2024-10-21T12:16:43.512Z,1,3344,830,837543,42.414000273,0.000000000
277,2024-10-21T12:16:43.756Z,1,1983,592,837544,42.658000231,0.243999958
278,2024-10-21T12:16:44.257Z,1,608,70,837545,43.159000158,0.500999928
279,2024-10-21T12:16:44.510Z,1,5202,595,837546,43.412000418,0.253000259
280,2024-10-21T12:16:44.570Z,1,9502,745,837547,43.472000122,0.059999704
281,2024-10-21T12:16:44.761Z,1,2512,857,837548,43.663000107,0.190999985
282,2024-10-21T12:16:44.764Z,1,2634,882,837549,43.666000128,0.003000021
283,2024-10-21T12:16:44.855Z,0,1584,781,837550,43.757000208,0.091000080
284,2024-10-21T12:16:44.964Z,1,1936,548,837551,43.866000175,0.108999968
285,2024-10-21T12:16:45.011Z,0,3962,60,837552,43.913000345,0.047000170
286,2024-10-21T12:16:45.043Z,0,1601,664,837553,43.945000172,0.031999826
287,2024-10-21T12:16:45.212Z,1,3514,831,837554,44.114000082,0.168999910
288,2024-10-21T12:16:45.353Z,1,3196,754,837555,44.255000114,0.141000032
289,2024-10-21T12:16:45.506Z,1,1858,645,837556,44.407999992,0.152999878
290,2024-10-21T12:16:46.106Z,1,8733,764,837557,45.008000135,0.600000143
291,2024-10-21T12:16:46.214Z,1,3115,584,837558,45.116000414,0.108000278
292,2024-10-21T12:16:46.215Z,1,2107,594,837559,45.117000341,0.000999928
293,2024-10-21T12:16:46.241Z,0,1911,627,837560,45.143000126,0.025999784
294,2024-10-21T12:16:46.603Z,1,3348,783,837561,45.505000353,0.362000227
295,2024-10-21T12:16:47.258Z,1,386,153,837562,46.160000086,0.654999733
296,2024-10-21T12:16:47.475Z,1,3520,615,837563,46.377000332,0.217000246
297,2024-10-21T12:16:47.475Z,1,4475,560,837564,46.377000332,0.000000000
298,2024-10-21T12:16:47.511Z,1,5148,694,837565,46.413000345,0.036000013
299,2024-10-21T12:16:47.636Z,1,3494,529,837566,46.538000107,0.124999762
300,2024-10-21T12:16:47.711Z,1,3313,640,837567,46.613000154,0.075000048
301,2024-10-21T12:16:48.136Z,49,11228,259,837568,47.038000107,0.424999952
302,2024-10-21T12:16:48.212Z,1,2316,651,837569,47.114000082,0.075999975
303,2024-10-21T12:16:48.512Z,1,5504,719,837570,47.414000273,0.300000191
304,2024-10-21T12:16:48.725Z,1,2328,604,837571,47.627000093,0.212999821
305,2024-10-21T12:16:48.726Z,0,156,14,837572,47.628000259,0.001000166
306,2024-10-21T12:16:48.726Z,1,2898,654,837573,47.628000259,0.000000000
307,2024-10-21T12:16:48.890Z,9,3886,248,837574,47.792000055,0.163999796
308,2024-10-21T12:16:48.891Z,1,3093,567,837575,47.793000221,0.001000166
309,2024-10-21T12:16:49.212Z,1,3006,685,837576,48.114000082,0.320999861
310,2024-10-21T12:16:49.225Z,1,2584,621,837577,48.127000093,0.013000011
311,2024-10-21T12:16:49.462Z,1,2949,683,837578,48.364000320,0.237000227
312,2024-10-21T12:16:49.478Z,1,3092,682,837579,48.380000353,0.016000032
313,2024-10-21T12:16:49.562Z,9,3810,267,837580,48.463999987,0.083999634
314,2024-10-21T12:16:49.654Z,1,2530,588,837581,48.556000233,0.092000246
315,2024-10-21T12:16:49.726Z,1,2364,638,837582,48.628000259,0.072000027
316,2024-10-21T12:16:49.726Z,1,1139,90,837583,48.628000259,0.000000000
317,2024-10-21T12:16:49.761Z,1,2548,720,837584,48.663000107,0.034999847
318,2024-10-21T12:16:49.761Z,1,3030,739,837585,48.663000107,0.000000000
319,2024-10-21T12:16:49.961Z,0,798,8,837586,48.863000154,0.200000048
320,2024-10-21T12:16:49.979Z,1,3067,647,837587,48.881000280,0.018000126
321,2024-10-21T12:16:49.979Z,1,3448,646,837588,48.881000280,0.000000000
322,2024-10-21T12:16:50.961Z,1,2909,738,837589,49.863000154,0.981999874
323,2024-10-21T12:16:51.014Z,1,2341,608,837590,49.916000366,0.053000212
324,2024-10-21T12:16:51.070Z,0,144,13,837591,49.972000360,0.055999994
325,2024-10-21T12:16:51.215Z,1,2632,793,837592,50.117000341,0.144999981
326,2024-10-21T12:16:51.475Z,1,2266,695,837593,50.377000332,0.259999990
327,2024-10-21T12:16:51.518Z,1,2524,602,837594,50.420000315,0.042999983
328,2024-10-21T12:16:52.210Z,0,3289,41,837595,51.111999989,0.691999674
329,2024-10-21T12:16:52.257Z,1,2782,769,837596,51.159000158,0.047000170
330,2024-10-21T12:16:52.267Z,1,664,1254,837597,51.169000149,0.009999990
331,2024-10-21T12:16:52.726Z,1,2044,742,837598,51.628000259,0.459000111
332,2024-10-21T12:16:52.962Z,0,150,19,837599,51.864000082,0.235999823
333,2024-10-21T12:16:52.981Z,1,2068,754,837600,51.883000135,0.019000053
334,2024-10-21T12:16:53.229Z,1,3907,759,837601,52.131000042,0.247999907
335,2024-10-21T12:16:53.229Z,9,3716,268,837602,52.131000042,0.000000000
336,2024-10-21T12:16:53.386Z,1,2165,659,837603,52.288000107,0.157000065
337,2024-10-21T12:16:53.757Z,1,3568,782,837604,52.659000158,0.371000051
